Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_Stima_Minimo_05perc,sojournTimeU1_vec:vector_Stima_Massimo_95perc,sojournTimeU2_vec:vector_Stima_Minimo_05perc,sojournTimeU2_vec:vector_Stima_Massimo_95perc
Config1,2.4,4.0,5.0,0.4,0.9,163.88596582672642,41017.58641682613,51446.990171283614,64186.91464534441
Config1,2.4,4.0,5.0,0.6,0.6,2.725239382188088,59.039308211572674,3829.831043768269,23779.84085329516
Config1,2.4,4.0,5.0,0.6,0.8,1769.4666129287882,22656.31332337975,,
Config1,2.4,4.0,5.0,0.6,0.9,3197.8876551359717,49157.17678095444,,
Config1,2.4,4.0,5.0,0.8,0.6,3.332108952237489,100.49291634389414,4331.059456814645,25996.755394996115
Config1,2.4,4.0,5.0,0.8,0.8,4664.537914346534,39320.27924764741,,
Config1,2.4,4.0,5.0,0.8,0.9,5864.113522279091,52615.267695033144,,
Config1,2.4,4.0,6.0,0.4,0.6,2.3580640907422414,44.65366238644469,10.461149339213854,765.1346226484329
Config1,2.4,4.0,6.0,0.4,0.8,3.5737567922922033,182.2717873116104,14528.205740947727,53963.26340871521
Config1,2.4,4.0,6.0,0.4,0.9,22.045675020979218,34191.25207251174,38200.73983763668,65353.26763433486
Config1,2.4,4.0,6.0,0.6,0.6,2.3018575758564856,51.9418877836215,4.367709571519146,479.39790030294046
Config1,2.4,4.0,6.0,0.6,0.8,196.031813100161,3746.895056642039,51937.41369760333,62371.15933247098
Config1,2.4,4.0,6.0,0.6,0.9,1739.3041712859435,45253.22284067608,,
Config1,2.4,4.0,6.0,0.8,0.6,2.2495827370259494,64.24223889621555,3.2313505661746853,427.78110840346886
Config1,2.4,4.0,6.0,0.8,0.8,2869.8765601980135,30207.267211888873,,
Config1,2.4,4.0,6.0,0.8,0.9,4170.55695183575,50099.66549546574,,
Config1,3.0,2.0,4.0,0.4,0.6,2.602097647792102,62.952778819465976,10392.228171779283,42887.07390558208
Config1,3.0,2.0,4.0,0.4,0.8,4.6474664287172915,21093.349301193564,27856.766380877107,63022.9001873387
Config1,3.0,2.0,4.0,0.4,0.9,4.722558566142544,48353.159873897246,28443.414042623263,62234.233297588245
Config1,3.0,2.0,4.0,0.6,0.6,3.0832547136352284,106.75273421501907,15148.771120736095,49137.38600922983
Config1,3.0,2.0,4.0,0.6,0.8,9.567153971980819,38956.8438388662,35633.494681541284,65883.91201566276
Config1,3.0,2.0,4.0,0.6,0.9,9.425645214523067,51425.163364517364,38143.44180873538,66130.81597940013
Config1,3.0,2.0,4.0,0.8,0.6,198.0506825050711,1990.461081848874,48219.20564273321,61825.750187939964
Config1,3.0,2.0,4.0,0.8,0.8,2721.5226277518036,45958.76182739376,,
Config1,3.0,2.0,4.0,0.8,0.9,2780.7657949525883,53151.685334591784,,
Config1,3.0,2.0,5.0,0.4,0.6,2.4937632478129803,56.090482950311305,3811.4220813282095,24209.19169092816
Config1,3.0,2.0,5.0,0.4,0.8,4.346043543469407,1250.6010525856752,22016.20266556836,59519.95938538159
Config1,3.0,2.0,5.0,0.4,0.9,4.641619351949666,45233.502392936476,24304.25737022968,61854.193702079756
Config1,3.0,2.0,5.0,0.6,0.6,2.713048421738627,73.01971307033806,4022.985830550824,25040.37986722932
Config1,3.0,2.0,5.0,0.6,0.8,5.147188778820014,31622.216746125556,25837.262055068422,61127.32977437953
Config1,3.0,2.0,5.0,0.6,0.9,5.2383622155244645,50600.037952429004,26853.243645354352,63054.31363769617
Config1,3.0,2.0,5.0,0.8,0.6,3.262777888596599,121.52732941197111,3970.2779617777474,25060.778938550524
Config1,3.0,2.0,5.0,0.8,0.8,39.1943103592554,40652.220176512055,42274.0357948292,63171.38328377152
Config1,3.0,2.0,5.0,0.8,0.9,58.64886051822438,51790.65916538151,40247.718598184656,61473.46879980257
Config1,3.0,2.0,6.0,0.4,0.6,2.353540121599621,51.99394103678966,12.190256918300141,729.602316332477
Config1,3.0,2.0,6.0,0.4,0.8,3.6040421885693354,314.3571010061327,14512.648311711082,54508.519227936595
Config1,3.0,2.0,6.0,0.4,0.9,4.835289091004227,41845.29948485757,21380.426102928344,59965.51571883785
Config1,3.0,2.0,6.0,0.6,0.6,2.312838829641011,61.074540602676855,4.2189110010316755,416.7895262994579
Config1,3.0,2.0,6.0,0.6,0.8,4.742288778782409,20323.500182369993,20464.850851313313,57203.81553016504
Config1,3.0,2.0,6.0,0.6,0.9,4.819581587631291,48586.500649950496,21038.838229589044,59222.707911489284
Config1,3.0,2.0,6.0,0.8,0.6,2.2944190116233805,81.93114202677165,3.3892330289652493,413.3411997292076
Config1,3.0,2.0,6.0,0.8,0.8,5.862606326613595,35459.54307959796,21965.949547918008,57678.57157577952
Config1,3.0,2.0,6.0,0.8,0.9,6.007259073792617,50923.87395059446,23098.208177506705,59909.26019421982
Config1,3.0,3.0,4.0,0.4,0.6,2.5880202074700285,62.412495910482626,10431.158219477793,42909.780588147565
Config1,3.0,3.0,4.0,0.4,0.8,4.651078428742666,20976.414334163073,27729.788523416588,62643.95326222872
Config1,3.0,3.0,4.0,0.4,0.9,4.78931472751658,48054.74440250289,28093.28342155354,63456.418451451944
Config1,3.0,3.0,4.0,0.6,0.6,3.0325769988408973,103.44387627330586,15234.084168888929,48205.932626743925
