Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_P(T > 2.0s),sojournTimeU1_vec:vector_P(T > 3.0s),sojournTimeU1_vec:vector_P(T > 4.0s),sojournTimeU2_vec:vector_P(T > 2.0s),sojournTimeU2_vec:vector_P(T > 3.0s),sojournTimeU2_vec:vector_P(T > 4.0s)
Config1,3.0,4.0,5.0,0.8,0.6,0.9940439933684073,0.957954508923026,0.9069924759145923,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.8,0.8,0.9996208559541835,0.9972510685030903,0.9939687198844697,1.0,1.0,1.0
Config1,3.0,4.0,5.0,0.8,0.9,0.9995300315829593,0.9973381853976693,0.9923484813446699,1.0,1.0,1.0
Config1,3.0,4.0,6.0,0.4,0.6,0.9717880704868019,0.8679335727762925,0.754915661075946,0.9919052131205521,0.980918549413872,0.9658140760829533
Config1,3.0,4.0,6.0,0.4,0.8,0.9953270091733891,0.9647765561905498,0.9273652011717699,1.0,1.0,1.0
Config1,3.0,4.0,6.0,0.4,0.9,0.9975722019677968,0.9820976287869818,0.9598316295151105,1.0,1.0,1.0
Config1,3.0,4.0,6.0,0.6,0.6,0.9703970617527481,0.8806667915486361,0.790345441826114,0.9856149504954629,0.9659487366891004,0.942512371812481
Config1,3.0,4.0,6.0,0.6,0.8,0.9977208034753646,0.9841528824153972,0.9629409310364605,1.0,1.0,1.0
Config1,3.0,4.0,6.0,0.6,0.9,0.9972689532384073,0.9846411448926223,0.9636676533895847,1.0,1.0,1.0
Config1,3.0,4.0,6.0,0.8,0.6,0.9635469688380148,0.8844227914407568,0.8145167654159456,0.9753810388367521,0.9423444556788722,0.9048133425431083
Config1,3.0,4.0,6.0,0.8,0.8,0.9986468509074848,0.9887149671251755,0.9743195806888586,1.0,1.0,1.0
Config1,3.0,4.0,6.0,0.8,0.9,0.9980938810353437,0.98975405477475,0.9749510370312242,1.0,1.0,1.0
